model,run_id,protocol_id,item_id,canonical_n,reversed_n,canonical_p,reversed_p,canonical_reversed_tv,mean_presented_position0_minus1,literal_example_pair_0_2_1_5
qwen/qwen3.6-27b,20260916T141139Z_abf45a27f4ba,abf45a27f4bafad0eb264aac33b1e49e9d0404e141966954d0707930d56665e3,God,6,6,"[0.167, 0.833]","[0.167, 0.833]",0.0,0.0,0
qwen/qwen3.6-27b,20260916T141139Z_abf45a27f4ba,abf45a27f4bafad0eb264aac33b1e49e9d0404e141966954d0707930d56665e3,Imagination,6,6,"[0.822, 0.178]","[0.750, 0.250]",0.07222222222222213,0.25,2
qwen/qwen3.6-27b,20260916T141139Z_abf45a27f4ba,abf45a27f4bafad0eb264aac33b1e49e9d0404e141966954d0707930d56665e3,Independence,6,6,"[0.833, 0.167]","[0.702, 0.298]",0.13095238095238088,0.75,1
qwen/qwen3.6-27b,20260916T141139Z_abf45a27f4ba,abf45a27f4bafad0eb264aac33b1e49e9d0404e141966954d0707930d56665e3,Obedience,6,6,"[0.561, 0.439]","[0.744, 0.256]",0.18333333333333332,-1.25,0
qwen/qwen3.6-27b,20260916T141139Z_abf45a27f4ba,abf45a27f4bafad0eb264aac33b1e49e9d0404e141966954d0707930d56665e3,dealing with people?,6,6,"[0.623, 0.377]","[0.634, 0.366]",0.0111111111111111,0.0,0
qwen/qwen3.6-35b-a3b,20260916T140418Z_b35b916c2264,b35b916c22649e91ded175aede34f3937a16f42a354f7abab01a17bf2b0dfc97,"Determination, perseverance",6,6,"[0.667, 0.333]","[0.722, 0.278]",0.05555555555555561,-0.3333333333333333,0
qwen/qwen3.6-35b-a3b,20260916T140418Z_b35b916c2264,b35b916c22649e91ded175aede34f3937a16f42a354f7abab01a17bf2b0dfc97,God,6,6,"[0.464, 0.536]","[0.389, 0.611]",0.07539682539682546,0.4166666666666667,1
qwen/qwen3.6-35b-a3b,20260916T140418Z_b35b916c2264,b35b916c22649e91ded175aede34f3937a16f42a354f7abab01a17bf2b0dfc97,Imagination,6,6,"[0.743, 0.257]","[0.676, 0.324]",0.0674603174603175,0.3333333333333333,2
qwen/qwen3.6-35b-a3b,20260916T140418Z_b35b916c2264,b35b916c22649e91ded175aede34f3937a16f42a354f7abab01a17bf2b0dfc97,Independence,6,6,"[0.833, 0.167]","[0.662, 0.338]",0.17162698412698407,1.0,2
qwen/qwen3.6-35b-a3b,20260916T140418Z_b35b916c2264,b35b916c22649e91ded175aede34f3937a16f42a354f7abab01a17bf2b0dfc97,Obedience,6,6,"[0.676, 0.324]","[0.540, 0.460]",0.13670634920634925,0.5833333333333334,0
qwen/qwen3.6-35b-a3b,20260916T140418Z_b35b916c2264,b35b916c22649e91ded175aede34f3937a16f42a354f7abab01a17bf2b0dfc97,dealing with people?,6,6,"[0.499, 0.501]","[0.730, 0.270]",0.230952380952381,-1.4166666666666667,1
qwen/qwen3.6-flash,20260916T140130Z_fa37fc90604e,fa37fc90604e5032183ec460bcc2632507566c3be3e9085f61a6ca85582b7d47,"Determination, perseverance",6,6,"[0.744, 0.256]","[0.535, 0.465]",0.2093253968253969,1.4166666666666667,0
qwen/qwen3.6-flash,20260916T140130Z_fa37fc90604e,fa37fc90604e5032183ec460bcc2632507566c3be3e9085f61a6ca85582b7d47,God,6,6,"[0.611, 0.389]","[0.222, 0.778]",0.38888888888888895,2.3333333333333335,0
qwen/qwen3.6-flash,20260916T140130Z_fa37fc90604e,fa37fc90604e5032183ec460bcc2632507566c3be3e9085f61a6ca85582b7d47,Imagination,6,6,"[0.779, 0.221]","[0.590, 0.410]",0.18849206349206352,1.25,0
qwen/qwen3.6-flash,20260916T140130Z_fa37fc90604e,fa37fc90604e5032183ec460bcc2632507566c3be3e9085f61a6ca85582b7d47,Independence,6,6,"[0.778, 0.222]","[0.576, 0.424]",0.20138888888888887,1.1666666666666667,0
qwen/qwen3.6-flash,20260916T140130Z_fa37fc90604e,fa37fc90604e5032183ec460bcc2632507566c3be3e9085f61a6ca85582b7d47,Obedience,6,6,"[0.581, 0.419]","[0.566, 0.434]",0.014880952380952439,0.0,2
qwen/qwen3.6-flash,20260916T140130Z_fa37fc90604e,fa37fc90604e5032183ec460bcc2632507566c3be3e9085f61a6ca85582b7d47,dealing with people?,6,6,"[0.719, 0.281]","[0.766, 0.234]",0.04682539682539681,-0.3333333333333333,2
qwen/qwen3.6-max-preview,20260916T140710Z_fa9ff591d389,fa9ff591d389ad2d8a4b7e3fc1410ed588508fe286430c06a941180b0590422b,"Determination, perseverance",6,6,"[0.833, 0.167]","[0.833, 0.167]",0.0,0.0,0
qwen/qwen3.6-max-preview,20260916T140710Z_fa9ff591d389,fa9ff591d389ad2d8a4b7e3fc1410ed588508fe286430c06a941180b0590422b,God,6,6,"[0.167, 0.833]","[0.167, 0.833]",0.0,0.0,0
qwen/qwen3.6-max-preview,20260916T140710Z_fa9ff591d389,fa9ff591d389ad2d8a4b7e3fc1410ed588508fe286430c06a941180b0590422b,Imagination,6,6,"[0.833, 0.167]","[0.813, 0.187]",0.01984126984126991,0.08333333333333333,1
qwen/qwen3.6-max-preview,20260916T140710Z_fa9ff591d389,fa9ff591d389ad2d8a4b7e3fc1410ed588508fe286430c06a941180b0590422b,Independence,6,6,"[0.833, 0.167]","[0.833, 0.167]",0.0,0.0,0
qwen/qwen3.6-max-preview,20260916T140710Z_fa9ff591d389,fa9ff591d389ad2d8a4b7e3fc1410ed588508fe286430c06a941180b0590422b,Obedience,6,6,"[0.458, 0.542]","[0.709, 0.291]",0.2509920634920635,-1.4166666666666667,2
qwen/qwen3.6-max-preview,20260916T140710Z_fa9ff591d389,fa9ff591d389ad2d8a4b7e3fc1410ed588508fe286430c06a941180b0590422b,dealing with people?,6,6,"[0.321, 0.679]","[0.639, 0.361]",0.31746031746031744,-1.9166666666666667,0
qwen/qwen3.6-plus,20260916T141839Z_96d86b64bf7c,96d86b64bf7ceff8eed0daff1aa0396ee69609b5867942a7c2c9d33093f03c9d,"Determination, perseverance",6,6,"[0.833, 0.167]","[0.833, 0.167]",0.0,0.0,0
qwen/qwen3.6-plus,20260916T141839Z_96d86b64bf7c,96d86b64bf7ceff8eed0daff1aa0396ee69609b5867942a7c2c9d33093f03c9d,God,6,6,"[0.389, 0.611]","[0.167, 0.833]",0.2222222222222222,1.3333333333333333,0
qwen/qwen3.6-plus,20260916T141839Z_96d86b64bf7c,96d86b64bf7ceff8eed0daff1aa0396ee69609b5867942a7c2c9d33093f03c9d,Imagination,6,6,"[0.833, 0.167]","[0.833, 0.167]",0.0,0.0,0
qwen/qwen3.6-plus,20260916T141839Z_96d86b64bf7c,96d86b64bf7ceff8eed0daff1aa0396ee69609b5867942a7c2c9d33093f03c9d,Independence,6,6,"[0.833, 0.167]","[0.833, 0.167]",0.0,0.0,0
qwen/qwen3.6-plus,20260916T141839Z_96d86b64bf7c,96d86b64bf7ceff8eed0daff1aa0396ee69609b5867942a7c2c9d33093f03c9d,Obedience,6,6,"[0.548, 0.452]","[0.789, 0.211]",0.24126984126984138,-1.5,1
qwen/qwen3.6-plus,20260916T141839Z_96d86b64bf7c,96d86b64bf7ceff8eed0daff1aa0396ee69609b5867942a7c2c9d33093f03c9d,dealing with people?,6,6,"[0.500, 0.500]","[0.500, 0.500]",0.0,0.0,0
qwen/qwen3.7-flash,20260916T133001Z_82875b6ee164,82875b6ee164d0d980eba738bf05f69959234567b91f9cfd01fcabca0bd70dac,"Determination, perseverance",6,6,"[0.813, 0.187]","[0.613, 0.387]",0.2003968253968253,1.0833333333333333,2
qwen/qwen3.7-flash,20260916T133001Z_82875b6ee164,82875b6ee164d0d980eba738bf05f69959234567b91f9cfd01fcabca0bd70dac,God,6,6,"[0.572, 0.428]","[0.278, 0.722]",0.2944444444444445,1.75,0
qwen/qwen3.7-flash,20260916T133001Z_82875b6ee164,82875b6ee164d0d980eba738bf05f69959234567b91f9cfd01fcabca0bd70dac,Imagination,6,6,"[0.744, 0.256]","[0.550, 0.450]",0.1944444444444444,1.3333333333333333,1
qwen/qwen3.7-flash,20260916T133001Z_82875b6ee164,82875b6ee164d0d980eba738bf05f69959234567b91f9cfd01fcabca0bd70dac,Independence,6,6,"[0.774, 0.226]","[0.702, 0.298]",0.07142857142857136,0.5,1
qwen/qwen3.7-flash,20260916T133001Z_82875b6ee164,82875b6ee164d0d980eba738bf05f69959234567b91f9cfd01fcabca0bd70dac,Obedience,6,6,"[0.621, 0.379]","[0.491, 0.509]",0.1302910052910053,0.8333333333333334,0
qwen/qwen3.7-flash,20260916T133001Z_82875b6ee164,82875b6ee164d0d980eba738bf05f69959234567b91f9cfd01fcabca0bd70dac,dealing with people?,6,6,"[0.672, 0.328]","[0.794, 0.206]",0.12142857142857146,-0.8333333333333334,2
qwen/qwen3.7-max,20260916T135329Z_1c31668055e3,1c31668055e399de28805046bc08075035efbad0cdb1ff7d8926841a282e07a5,"Determination, perseverance",6,6,"[0.556, 0.444]","[0.778, 0.222]",0.2222222222222222,-1.3333333333333333,0
qwen/qwen3.7-max,20260916T135329Z_1c31668055e3,1c31668055e399de28805046bc08075035efbad0cdb1ff7d8926841a282e07a5,God,6,6,"[0.389, 0.611]","[0.167, 0.833]",0.2222222222222222,1.3333333333333333,0
qwen/qwen3.7-max,20260916T135329Z_1c31668055e3,1c31668055e399de28805046bc08075035efbad0cdb1ff7d8926841a282e07a5,Imagination,6,6,"[0.722, 0.278]","[0.653, 0.347]",0.06944444444444445,0.3333333333333333,0
qwen/qwen3.7-max,20260916T135329Z_1c31668055e3,1c31668055e399de28805046bc08075035efbad0cdb1ff7d8926841a282e07a5,Independence,6,6,"[0.722, 0.278]","[0.833, 0.167]",0.11111111111111112,-0.6666666666666666,0
qwen/qwen3.7-max,20260916T135329Z_1c31668055e3,1c31668055e399de28805046bc08075035efbad0cdb1ff7d8926841a282e07a5,Obedience,6,6,"[0.421, 0.579]","[0.639, 0.361]",0.21798941798941798,-1.4166666666666667,0
qwen/qwen3.7-max,20260916T135329Z_1c31668055e3,1c31668055e399de28805046bc08075035efbad0cdb1ff7d8926841a282e07a5,dealing with people?,6,6,"[0.476, 0.524]","[0.611, 0.389]",0.13492063492063486,-0.8333333333333334,0
qwen/qwen3.7-plus,20260916T134925Z_f095e0d2dbaf,f095e0d2dbafdb91b51be3d0b3bd5a597730c8e3c397e0461023c87e924d92f8,"Determination, perseverance",6,6,"[0.833, 0.167]","[0.833, 0.167]",0.0,0.0,0
qwen/qwen3.7-plus,20260916T134925Z_f095e0d2dbaf,f095e0d2dbafdb91b51be3d0b3bd5a597730c8e3c397e0461023c87e924d92f8,God,6,6,"[0.333, 0.667]","[0.222, 0.778]",0.11111111111111112,0.6666666666666666,0
qwen/qwen3.7-plus,20260916T134925Z_f095e0d2dbaf,f095e0d2dbafdb91b51be3d0b3bd5a597730c8e3c397e0461023c87e924d92f8,Imagination,6,6,"[0.833, 0.167]","[0.833, 0.167]",0.0,0.0,0
qwen/qwen3.7-plus,20260916T134925Z_f095e0d2dbaf,f095e0d2dbafdb91b51be3d0b3bd5a597730c8e3c397e0461023c87e924d92f8,Independence,6,6,"[0.833, 0.167]","[0.833, 0.167]",0.0,0.0,0
qwen/qwen3.7-plus,20260916T134925Z_f095e0d2dbaf,f095e0d2dbafdb91b51be3d0b3bd5a597730c8e3c397e0461023c87e924d92f8,Obedience,6,6,"[0.646, 0.354]","[0.758, 0.242]",0.11250000000000003,-0.75,0
qwen/qwen3.7-plus,20260916T134925Z_f095e0d2dbaf,f095e0d2dbafdb91b51be3d0b3bd5a597730c8e3c397e0461023c87e924d92f8,dealing with people?,6,6,"[0.500, 0.500]","[0.500, 0.500]",0.0,0.0,0
qwen/qwen3.8-27b,20260916T134026Z_ed8190c48b2a,ed8190c48b2a3778bba8afff7381bb9f1578211b5e8f750d21321b62617c82c3,"Determination, perseverance",6,6,"[0.828, 0.172]","[0.833, 0.167]",0.005555555555555564,-0.08333333333333333,0
qwen/qwen3.8-27b,20260916T134026Z_ed8190c48b2a,ed8190c48b2a3778bba8afff7381bb9f1578211b5e8f750d21321b62617c82c3,God,6,6,"[0.222, 0.778]","[0.183, 0.817]",0.03888888888888893,0.08333333333333333,0
qwen/qwen3.8-27b,20260916T134026Z_ed8190c48b2a,ed8190c48b2a3778bba8afff7381bb9f1578211b5e8f750d21321b62617c82c3,Imagination,6,6,"[0.813, 0.187]","[0.833, 0.167]",0.019841269841269923,-0.08333333333333333,0
qwen/qwen3.8-27b,20260916T134026Z_ed8190c48b2a,ed8190c48b2a3778bba8afff7381bb9f1578211b5e8f750d21321b62617c82c3,Independence,6,6,"[0.828, 0.172]","[0.778, 0.222]",0.04999999999999992,0.25,0
qwen/qwen3.8-27b,20260916T134026Z_ed8190c48b2a,ed8190c48b2a3778bba8afff7381bb9f1578211b5e8f750d21321b62617c82c3,Obedience,6,6,"[0.459, 0.541]","[0.658, 0.342]",0.19960317460317462,-1.1666666666666667,1
qwen/qwen3.8-27b,20260916T134026Z_ed8190c48b2a,ed8190c48b2a3778bba8afff7381bb9f1578211b5e8f750d21321b62617c82c3,dealing with people?,6,6,"[0.639, 0.361]","[0.579, 0.421]",0.05952380952380948,0.3333333333333333,0
qwen/qwen3.8-flash,20260916T133720Z_3443c17ae66d,3443c17ae66d3fb529a058128b662024c4bc0601394e614bb693b388ec4c988b,"Determination, perseverance",6,6,"[0.734, 0.266]","[0.833, 0.167]",0.09920634920634917,-0.4166666666666667,0
qwen/qwen3.8-flash,20260916T133720Z_3443c17ae66d,3443c17ae66d3fb529a058128b662024c4bc0601394e614bb693b388ec4c988b,God,6,6,"[0.306, 0.694]","[0.500, 0.500]",0.1944444444444445,-1.0,0
qwen/qwen3.8-flash,20260916T133720Z_3443c17ae66d,3443c17ae66d3fb529a058128b662024c4bc0601394e614bb693b388ec4c988b,Imagination,6,6,"[0.813, 0.187]","[0.672, 0.328]",0.14179894179894173,1.0,0
qwen/qwen3.8-flash,20260916T133720Z_3443c17ae66d,3443c17ae66d3fb529a058128b662024c4bc0601394e614bb693b388ec4c988b,Independence,6,6,"[0.794, 0.206]","[0.833, 0.167]",0.03968253968253971,-0.16666666666666666,0
qwen/qwen3.8-flash,20260916T133720Z_3443c17ae66d,3443c17ae66d3fb529a058128b662024c4bc0601394e614bb693b388ec4c988b,Obedience,6,6,"[0.553, 0.447]","[0.794, 0.206]",0.2410714285714285,-1.4166666666666667,0
qwen/qwen3.8-flash,20260916T133720Z_3443c17ae66d,3443c17ae66d3fb529a058128b662024c4bc0601394e614bb693b388ec4c988b,dealing with people?,6,6,"[0.504, 0.496]","[0.467, 0.533]",0.03730158730158731,0.16666666666666666,0
thinkingmachines/inkling,20260916T191343Z_67a70b1b03ba,67a70b1b03ba85be79dc122cc888a080fde239205624135a9147168e7e77293d,"Determination, perseverance",6,6,"[0.833, 0.167]","[0.794, 0.206]",0.03968253968253971,0.16666666666666666,2
thinkingmachines/inkling,20260916T191343Z_67a70b1b03ba,67a70b1b03ba85be79dc122cc888a080fde239205624135a9147168e7e77293d,God,6,6,"[0.167, 0.833]","[0.361, 0.639]",0.19444444444444448,-1.25,0
thinkingmachines/inkling,20260916T191343Z_67a70b1b03ba,67a70b1b03ba85be79dc122cc888a080fde239205624135a9147168e7e77293d,Imagination,6,6,"[0.813, 0.187]","[0.813, 0.187]",0.0,0.0,1
thinkingmachines/inkling,20260916T191343Z_67a70b1b03ba,67a70b1b03ba85be79dc122cc888a080fde239205624135a9147168e7e77293d,Independence,6,6,"[0.833, 0.167]","[0.713, 0.287]",0.12070105820105818,0.5833333333333334,2
thinkingmachines/inkling,20260916T191343Z_67a70b1b03ba,67a70b1b03ba85be79dc122cc888a080fde239205624135a9147168e7e77293d,Obedience,6,6,"[0.333, 0.667]","[0.375, 0.625]",0.0416666666666666,-0.4166666666666667,0
thinkingmachines/inkling,20260916T191343Z_67a70b1b03ba,67a70b1b03ba85be79dc122cc888a080fde239205624135a9147168e7e77293d,dealing with people?,6,6,"[0.365, 0.635]","[0.417, 0.583]",0.051587301587301626,-0.3333333333333333,0
z-ai/glm-5.3,20260916T161456Z_d81f7e66b3c4,d81f7e66b3c4c720f8dd80768d3dfc25de6edeaf6a352cfed40e961f21fcfa22,"Determination, perseverance",6,6,"[0.806, 0.194]","[0.813, 0.187]",0.007936507936507936,-0.08333333333333333,1
z-ai/glm-5.3,20260916T161456Z_d81f7e66b3c4,d81f7e66b3c4c720f8dd80768d3dfc25de6edeaf6a352cfed40e961f21fcfa22,God,6,6,"[0.375, 0.625]","[0.406, 0.594]",0.030555555555555586,-0.08333333333333333,0
z-ai/glm-5.3,20260916T161456Z_d81f7e66b3c4,d81f7e66b3c4c720f8dd80768d3dfc25de6edeaf6a352cfed40e961f21fcfa22,Imagination,6,6,"[0.789, 0.211]","[0.737, 0.263]",0.05238095238095235,0.16666666666666666,1
z-ai/glm-5.3,20260916T161456Z_d81f7e66b3c4,d81f7e66b3c4c720f8dd80768d3dfc25de6edeaf6a352cfed40e961f21fcfa22,Independence,6,6,"[0.767, 0.233]","[0.783, 0.217]",0.01587301587301583,-0.16666666666666666,2
z-ai/glm-5.3,20260916T161456Z_d81f7e66b3c4,d81f7e66b3c4c720f8dd80768d3dfc25de6edeaf6a352cfed40e961f21fcfa22,Obedience,6,6,"[0.458, 0.542]","[0.717, 0.283]",0.25833333333333336,-1.1666666666666667,0
z-ai/glm-5.3,20260916T161456Z_d81f7e66b3c4,d81f7e66b3c4c720f8dd80768d3dfc25de6edeaf6a352cfed40e961f21fcfa22,dealing with people?,6,6,"[0.528, 0.472]","[0.644, 0.356]",0.11666666666666664,-0.6666666666666666,0
